groupId	protId	protCount	functId	desc
ENOG410VN99	ENSP00000346345	7	S	chromosome 9 open reading frame 163
ENOG410WEA0	ENSP00000412272	6	S	ZNF503 antisense RNA 2
ENOG410WDV0	ENSP00000382328	9	L	Inherit from KOG: NEDD4 binding protein
ENOG410VJV0	ENSP00000334197	15	S	keratin associated protein
ENOG410VF38	ENSP00000307734	25	T	Olfactory receptor, family 6, subfamily Q, member 1
ENOG410WIJ9	ENSP00000312436	22	K	Nuclear factor (Erythroid-derived 2), 45kDa
ENOG410VDFQ	ENSP00000322265	13	K	zinc finger protein 620
ENOG410WH17	ENSP00000345808	24	T	Rho GTPase activating protein 12
ENOG410V75S	ENSP00000349175	30	S	family with sequence similarity 180, member B
ENOG410WBQJ	ENSP00000368062	2	L	ATPase family, AAA domain containing 3C
ENOG410WHKV	ENSP00000334186	19	T	von Willebrand factor C and EGF domains
ENOG410WEKS	ENSP00000415902	4	S	NA
ENOG410VDNX	ENSP00000328515	11	K	Zinc finger protein 696
ENOG410WEGY	ENSP00000427553	6	S	NA
ENOG410WC2R	ENSP00000359406	2	S	NA
ENOG410VNP0	ENSP00000307879	8	S	Chromosome 11 open reading frame
ENOG410VEUD	ENSP00000296091	22	K	Zinc finger protein 502
ENOG410WGJQ	ENSP00000279024	12	T	kiaa1755
ENOG410WED9	ENSP00000347210	6	K	zinc finger protein 736
ENOG410VYCW	ENSP00000469320	4	S	NA
ENOG410VMJ0	ENSP00000434154	6	S	NA
ENOG410VBD1	ENSP00000251775	53	U	Sorting nexin 4
ENOG410V5AM	ENSP00000424424	34	P	solute carrier family 4, sodium bicarbonate cotransporter, member 9
ENOG410WHRE	ENSP00000273173	11	U	Solute carrier family 22 member 14
ENOG410WC5U	ENSP00000342780	3	C	Mitochondrial carrier protein
ENOG410VHXA	ENSP00000362181	22	T	natural cytotoxicity triggering receptor 2
ENOG410WE8N	ENSP00000296277	6	J	ribosomal protein L39-like
ENOG410WJ00	ENSP00000340797	6	U	tripartite motif containing 3
ENOG410WED8	ENSP00000366771	4	S	NA
ENOG410WE9G	ENSP00000323348	6	O	zinc finger protein 645
ENOG410WETA	ENSP00000381948	3	S	NA
ENOG410WEI1	ENSP00000380351	5	K	Zinc finger protein 682
ENOG410V76Y	ENSP00000313936	31	T	olfactory receptor, family 2, subfamily AE, member 1
ENOG410WBHU	ENSP00000366754	7	S	family with sequence similarity 27, member
ENOG410WBZQ	ENSP00000412792	3	S	NA
ENOG410WBX8	ENSP00000367360	3	S	B-cell acute lymphoblastic leukemia expressed
ENOG410WBW3	ENSP00000320017	3	S	phytanoyl-CoA 2-hydroxylase interacting protein
ENOG410WBW0	ENSP00000407868	4	S	chromosome 21 open reading frame 54
ENOG410WJ16	ENSP00000256649	60	O	tripartite motif containing 45
ENOG410WJA2	ENSP00000449500	17	S	Ribonuclease, RNase K
ENOG410WC2C	ENSP00000404517	3	Z	keratin-associated protein
ENOG410V6YM	ENSP00000341565	20	O	family with sequence similarity 111, member B
ENOG410VZH7	ENSP00000352849	37	T	signal-regulatory protein beta 2
ENOG410VINZ	ENSP00000452398	33	K	double homeobox A
ENOG410V9A1	ENSP00000344961	64	T	pleckstrin homology domain containing, family G (with RhoGef domain) member 7
ENOG410WHPF	ENSP00000360181	22	T	SH2 domain containing 1A
ENOG410VXNE	ENSP00000368999	6	S	NA
ENOG410WEDT	ENSP00000358067	5	S	chromosome 10 open reading frame 85
ENOG410WC56	ENSP00000449766	2	S	NA
ENOG410VDE8	ENSP00000274361	42	S	ankyrin repeat domain 31
ENOG410VF4E	ENSP00000397178	21	K	zinc finger protein 300
ENOG410WBI0	ENSP00000334101	4	A	long intergenic non-protein coding RNA 207
ENOG410WC36	ENSP00000391066	3	S	chromosome 10 open reading frame 40
ENOG410WBKR	ENSP00000416653	3	S	NA
ENOG410VC1U	ENSP00000280704	19	C	Lactate dehydrogenase C
ENOG410VMH3	ENSP00000327344	20	S	IgA-inducing protein homolog (Bos taurus)
ENOG410VUPF	ENSP00000320657	5	S	NA
ENOG410WD4X	ENSP00000358730	11	T	adenosine A3 receptor
ENOG410WEQF	ENSP00000428325	4	S	pyrin domain containing 2
ENOG410VH5G	ENSP00000319486	24	S	tetraspanin 16
ENOG410WC2S	ENSP00000295226	2	S	coiled-coil domain containing 140
ENOG410WBMF	ENSP00000424860	2	S	NA
ENOG410WBTZ	ENSP00000399248	2	S	NA
ENOG410WBQX	ENSP00000317235	4	S	chromosome 13 open reading frame 45
ENOG410VR3G	ENSP00000340749	7	K	Zinc finger protein 124
ENOG410VTHN	ENSP00000380929	9	S	t-complex protein 10A homolog
ENOG410VVR2	ENSP00000323978	4	T	cysteine-rich PAK1
ENOG410V4GZ	ENSP00000217939	64	T	matrix-remodelling associated 5
ENOG410WEU0	ENSP00000381142	5	S	NA
ENOG410WE7D	ENSP00000366488	5	T	protein kinase, cAMP-dependent, catalytic, gamma
ENOG410WIW0	ENSP00000347742	16	O	PDZ domain containing 3
ENOG410WBM3	ENSP00000436496	3	U	Inherit from KOG: vacuolar protein sorting 51 homolog (S. cerevisiae)
ENOG410VD05	ENSP00000368005	24	D	cyclin I family, member 2
ENOG410WIX1	ENSP00000263177	23	I	Lipid phosphate phosphatase-related protein type
ENOG410VH50	ENSP00000303696	8	K	Zinc finger protein 57
ENOG410VWHE	ENSP00000381813	6	S	NA
ENOG410VFQ6	ENSP00000316675	18	T	poliovirus receptor related immunoglobulin domain containing
ENOG410WBXT	ENSP00000444973	2	S	NA
ENOG410WGP9	ENSP00000454071	8	T	Low density lipoprotein receptor
ENOG410WBRK	ENSP00000438998	2	S	NA
ENOG410WF3Z	ENSP00000290294	6	S	prostate cancer susceptibility candidate
ENOG410VRKS	ENSP00000355459	6	K	zinc finger protein 670
ENOG410VEI3	ENSP00000429148	14	K	Zinc finger protein 674
ENOG410VN9J	ENSP00000371553	13	K	NANOG neighbor homeobox
ENOG410VP73	ENSP00000340964	6	S	NA
ENOG410WGGT	ENSP00000337926	26	S	SURP and G patch domain containing 2
ENOG410VWT5	ENSP00000428956	6	S	Chromosome 5 open reading frame
ENOG410WHAZ	ENSP00000335560	23	T	Rho guanine nucleotide exchange factor (GEF) 25
ENOG410WBSP	ENSP00000431244	2	S	NA
ENOG410WC00	ENSP00000375288	3	S	NA
ENOG410WECM	ENSP00000253490	9	S	family with sequence similarity 153, member
ENOG410VBAP	ENSP00000240731	36	K	Zinc finger protein
ENOG410WC5X	ENSP00000372278	2	W	NA
ENOG410V9X7	ENSP00000332809	40	S	chromosome 2 open reading frame 71
ENOG410WGDR	ENSP00000296585	29	W	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)
ENOG410VZGG	ENSP00000371787	3	O	cementum protein 1
ENOG410WBV6	ENSP00000455329	5	T	LIM domain
ENOG410WDJK	ENSP00000373828	13	S	Coiled-coil domain containing 154
ENOG410VENR	ENSP00000341843	43	K	Ets variant 7
ENOG410WEMA	ENSP00000352954	14	S	UPF0607 protein
ENOG410WEPR	ENSP00000267731	6	S	Golgin subfamily A member
ENOG410WG6H	ENSP00000349856	15	S	proline-rich coiled-coil 2B
ENOG410WJFZ	ENSP00000242108	39	K	endonuclease exonuclease phosphatase family domain containing 1
ENOG410WGY1	ENSP00000223023	16	Z	Wiskott-Aldrich syndrome-like
ENOG410WJ4W	ENSP00000298032	40	U	armadillo repeat containing 3
ENOG410WJ4N	ENSP00000273859	44	P	ATPase, class V, type
ENOG410WDQR	ENSP00000261592	36	Q	Nucleolar protein 4
ENOG410WBJJ	ENSP00000448336	2	S	NA
ENOG410WC1A	ENSP00000422101	2	S	NA
ENOG410V8QX	ENSP00000262607	114	F	cat eye syndrome chromosome region, candidate 1
ENOG410VP5I	ENSP00000318437	12	S	follicular dendritic cell secreted protein
ENOG410VZ2G	ENSP00000366880	7	S	NA
ENOG410WHUR	ENSP00000369887	15	K	SAFB-like transcription modulator
ENOG410V8TG	ENSP00000347755	22	K	Zinc finger protein 140
ENOG410WBPM	ENSP00000356608	4	S	NA
ENOG410VBWP	ENSP00000305011	25	T	olfactory receptor, family 4, subfamily K, member 14
ENOG410WIZM	ENSP00000230099	11	O	tripartite motif containing 38
ENOG410WEMP	ENSP00000469286	5	A	COL4A2 antisense RNA 2
ENOG410V6IV	ENSP00000253144	21	K	zinc finger protein 331
ENOG410VJ2D	ENSP00000358501	23	S	CD58 molecule
ENOG410VFIT	ENSP00000373151	20	K	zinc finger protein 311
ENOG410VE87	ENSP00000431179	14	S	kiaa0754
ENOG410VAQS	ENSP00000357149	28	U	CD1e molecule
ENOG410WBY7	ENSP00000347298	6	S	NA
ENOG410WEIH	ENSP00000380689	5	S	NA
ENOG410WHU9	ENSP00000354543	9	K	TSC22 domain family, member 2
ENOG410WFDZ	ENSP00000439560	2	S	NA
ENOG410VMY8	ENSP00000361083	19	S	Chromosome 10 open reading frame 116
ENOG410WGB0	ENSP00000356189	15	T	protein for cytohesin exchange factors
ENOG410VMCB	ENSP00000348547	12	S	NA
ENOG410V9HY	ENSP00000330812	60	EI	short chain dehydrogenase reductase family 42E, member 2
ENOG410VDSF	ENSP00000261047	40	T	guanylate cyclase activator 1C
ENOG410WFWM	ENSP00000284987	21	O	ADAM metallopeptidase with thrombospondin type 1 motif, 5
ENOG410WBKS	ENSP00000373066	3	O	thioredoxin reductase 3 neighbor
ENOG410WIF0	ENSP00000409655	3	S	NA
ENOG410WBMS	ENSP00000375656	2	K	zinc finger protein 321, pseudogene
ENOG410VNXA	ENSP00000390224	13	S	chromosome 1 open reading frame 132
ENOG410WBRT	ENSP00000458013	4	K	Zinc finger protein 90
ENOG410VB77	ENSP00000238721	56	C	Tumor protein p53 inducible protein 3
ENOG410V7NK	ENSP00000383737	19	Z	dynein, axonemal, heavy chain 14
ENOG410WJB1	ENSP00000468678	10	N	pleckstrin homology domain containing, family H (with MyTH4 domain) member 3
ENOG410WFZ7	ENSP00000364934	18	P	chloride intracellular channel 1
ENOG410WBYW	ENSP00000438279	2	S	NA
ENOG410VWZM	ENSP00000330267	5	S	chromosome 15 open reading frame
ENOG410WE9V	ENSP00000436777	5	S	chromosome 8 open reading frame 49
ENOG410VJ9X	ENSP00000391835	8	S	NA
ENOG410VF3Z	ENSP00000269829	12	K	Zinc finger protein 544
ENOG410WBN0	ENSP00000452277	3	T	olfactory receptor, family 4, subfamily C, member 13
ENOG410WC28	ENSP00000415308	2	S	NA
ENOG410WBT5	ENSP00000440866	2	S	NA
ENOG410VXMX	ENSP00000378601	6	S	chromosome 8 open reading frame 31
ENOG410WENN	ENSP00000316457	7	S	Chromosome 20 open reading frame
ENOG410WBZ4	ENSP00000415634	2	A	Dip2/Utp12 Family
ENOG410WBJ3	ENSP00000330087	4	A	GRIK1 antisense RNA 2
ENOG410VECF	ENSP00000339723	81	K	corepressor interacting with RBPJ, 1
ENOG410WJ3C	ENSP00000259006	8	TZ	LIM domain containing 2
ENOG410VCTJ	ENSP00000286835	41	A	SR-related CTD-associated factor 4
ENOG410VJP9	ENSP00000364561	10	S	family with sequence similarity 120A opposite strand
ENOG410WBS5	ENSP00000386749	3	S	chromosome 7 open reading frame
ENOG410WGET	ENSP00000365312	29	T	abl-interactor 1
ENOG410WIBP	ENSP00000394510	7	S	proline rich 12
ENOG410VMBG	ENSP00000382157	10	S	chromosome 14 open reading frame 182
ENOG410W0TI	ENSP00000448038	3	U	Inherit from KOG: ADP-ribosylation
ENOG410WHP1	ENSP00000455398	12	K	Cut-like homeobox
ENOG410VAD2	ENSP00000355492	38	U	chromosome 1 open reading frame 101
ENOG410V46W	ENSP00000205386	55	W	laminin, beta 4
ENOG410WBXW	ENSP00000401535	2	U	TBC
ENOG410WC1Z	ENSP00000417451	4	S	RNA binding motif protein, X-linked-like 3
ENOG410WBNR	ENSP00000428308	2	S	Chromosome 8 open reading frame
ENOG410VG1M	ENSP00000409898	17	S	NLR family, pyrin domain containing 11
ENOG410VIRY	ENSP00000315265	24	U	dynactin associated protein
ENOG410WHIJ	ENSP00000275358	17	T	von Willebrand factor D and EGF
ENOG410WIRR	ENSP00000363317	19	T	FERM and PDZ domain containing 2
ENOG410WIJC	ENSP00000380252	33	K	Nuclear factor (Erythroid-derived 2)-like 2
ENOG410WHRN	ENSP00000206544	7	P	Solute carrier family 22 member 17
ENOG410VFG2	ENSP00000366542	16	K	zinc finger protein 165
ENOG410VHPI	ENSP00000333018	29	S	Tetratricopeptide repeat domain 32
ENOG410WBW1	ENSP00000383639	3	Z	Tektin family
ENOG410VSNP	ENSP00000376110	8	K	Zinc finger protein
ENOG410VPPN	ENSP00000356386	18	S	Complement factor
ENOG410WFMB	ENSP00000366876	17	S	PHD finger protein 13
ENOG410VK0V	ENSP00000433646	11	S	chromosome 10 open reading frame 113
ENOG410VKV8	ENSP00000409197	19	S	chemokine (C-C motif) ligand 14
ENOG410WBQG	ENSP00000397693	3	K	zinc finger protein 28
ENOG410VMG8	ENSP00000325738	15	B	In the elongating spermatids of mammals, the conversion of nucleosomal chromatin to the compact, non-nucleosomal form found in the sperm nucleus is associated with the appearance of a small set of basic chromosomal transition proteins (By similarity)
ENOG410VMHB	ENSP00000296270	12	S	chromosome 3 open reading frame 65
ENOG410VB3B	ENSP00000425658	93	A	Ankyrin repeat domain 50
ENOG410VDUG	ENSP00000470564	15	T	calcium ion binding
ENOG410VH5I	ENSP00000442163	35	S	NA
ENOG410VFR0	ENSP00000428343	38	T	Regulator of G-protein signaling
ENOG410WFXA	ENSP00000294309	15	P	Two pore segment channel 2
ENOG410V7GW	ENSP00000365295	32	O	family with sequence similarity 181, member B
ENOG410VMNK	ENSP00000350392	10	S	Chromosome 17 open reading frame
ENOG410VA2C	ENSP00000323663	41	DL	DBF4 homolog B (S. cerevisiae)
ENOG410WFEK	ENSP00000332062	6	U	sorting nexin 20
ENOG410WGKD	ENSP00000009041	33	I	STARD3 N-terminal like
ENOG410WC45	ENSP00000309233	2	S	Zona pellucida-like domain
ENOG410VX24	ENSP00000372651	6	S	Chromosome 3 open reading frame
ENOG410W1TR	ENSP00000380467	55	I	Jumonji domain containing 7
ENOG410WBV8	ENSP00000428230	3	S	chromosome 8 open reading frame 17
ENOG410WC3P	ENSP00000448021	4	S	NA
ENOG410WBSJ	ENSP00000436682	2	O	age-related maculopathy susceptibility 2
ENOG410WFK8	ENSP00000309751	10	P	solute carrier family 16, member 13 (monocarboxylic acid transporter 13)
ENOG410WEJA	ENSP00000452706	12	S	Golgin subfamily A member 6-like protein
ENOG410WBVZ	ENSP00000384676	3	S	NA
ENOG410V8Z5	ENSP00000259633	33	TV	CD72 molecule
ENOG410VHZQ	ENSP00000470044	26	S	chromosome X open reading frame 67
ENOG410WBKK	ENSP00000453502	3	T	suppressor of tumorigenicity 20
ENOG410WBTT	ENSP00000421573	2	S	NA
ENOG410WBPP	ENSP00000414034	4	S	chromosome 10 open reading frame 108
ENOG410VV48	ENSP00000386960	7	S	chromosome 10 open reading frame
ENOG410WBTH	ENSP00000429849	2	S	NA
ENOG410V68Z	ENSP00000359802	52	K	Zinc finger protein
ENOG410W0GM	ENSP00000391950	11	S	ankyrin repeat domain-containing protein
ENOG410WC5V	ENSP00000410261	3	S	NA
ENOG410WBHG	ENSP00000447342	2	S	NA
ENOG410WF1D	ENSP00000461533	7	T	taste receptor, type 2, member 19
ENOG410WIKQ	ENSP00000206513	14	K	CCAAT enhancer binding protein (C EBP), epsilon
ENOG410WC3K	ENSP00000284856	2	N	Thymosin beta-4 family
ENOG410V8Z2	ENSP00000341637	23	T	natural killer cell cytotoxicity receptor 3 ligand 1
ENOG410VJ56	ENSP00000357697	25	S	S100 calcium binding protein A2
ENOG410WGW5	ENSP00000376652	29	T	Enah Vasp-like
ENOG410VA1K	ENSP00000335156	48	T	G protein-coupled receptor 144
ENOG410WBUW	ENSP00000353542	2	Z	small proline-rich protein 2D
ENOG410WFZ5	ENSP00000419378	17	P	chloride intracellular channel 3
ENOG410WBMN	ENSP00000376261	3	S	NA
ENOG410VZQP	ENSP00000368320	6	S	melanoma antigen family B, 6
ENOG410WGVR	ENSP00000318313	48	S	Autophagy beclin-1 regulator 1
ENOG410VMAD	ENSP00000358542	17	S	chromosome X open reading frame 68
ENOG410WBKG	ENSP00000350570	2	Z	intraflagellar transport 20 homolog (Chlamydomonas)
ENOG410VYX4	ENSP00000296847	5	S	Chromosome 6 open reading frame
ENOG410V4J8	ENSP00000321386	18	S	F-box protein 39
ENOG410WDR6	ENSP00000345826	27	S	prostate transmembrane protein, androgen induced 1
ENOG410WERY	ENSP00000397039	6	S	NA
ENOG410V6IR	ENSP00000433352	24	Z	LIM domain 7
ENOG410WFDP	ENSP00000396441	46	AD	G patch domain containing 4
ENOG410WEIJ	ENSP00000459753	6	S	NA
ENOG410V8JD	ENSP00000300187	27	S	membrane-spanning 4-domains, subfamily A, member 14
ENOG410WBNG	ENSP00000396627	4	S	NA
ENOG410VP52	ENSP00000380858	7	O	ST7 overlapping transcript 4 (non-protein coding)
ENOG410VTNK	ENSP00000409722	4	Z	FRG1-like family
ENOG410VBCS	ENSP00000328245	12	K	Zinc finger protein 71
ENOG410VJMM	ENSP00000355444	17	S	Germinal center-associated signaling and motility-like
ENOG410VNS1	ENSP00000365173	6	S	chromosome 1 open reading frame 195
ENOG410VNUJ	ENSP00000366794	7	S	NA
ENOG410VXKR	ENSP00000368841	6	S	NA
ENOG410WC37	ENSP00000326574	4	S	chromosome 9 open reading frame
ENOG410WDXC	ENSP00000375151	4	Z	Inherit from opiNOG: In the hair cortex, hair keratin intermediate filaments are embedded in an interfilamentous matrix, consisting of hair keratin-associated proteins (KRTAP), which are essential for the formation of a rigid and resistant hair shaft through their extensive disulfide bond cross-linking with abundant cysteine residues of hair keratins. The matrix proteins include the high- sulfur and high-glycine-tyrosine keratins
ENOG410VEJR	ENSP00000342520	36	T	Interleukin 17 receptor E-like
ENOG410VFZ2	ENSP00000466519	14	K	zinc finger protein 229
ENOG410WC0X	ENSP00000382086	4	Z	envoplakin-like
ENOG410WBSY	ENSP00000359525	2	O	Ubiquitin-conjugating enzyme
ENOG410WEYM	ENSP00000388953	5	S	chromosome 21 open reading frame 37
ENOG410VJHU	ENSP00000388825	35	S	Plays an important role in the regulation of interdigestive gastrointestinal motility and indirectly causes rhythmic contraction of duodenal and colonic smooth muscle
ENOG410VBW2	ENSP00000414909	27	S	chromosome 1 open reading frame 167
ENOG410VFK1	ENSP00000396755	31	D	Cyclin N-terminal domain containing 2
ENOG410WIHH	ENSP00000354883	39	O	Ubiquitin-like 7 (Bone marrow stromal cell-derived)
ENOG410VIHP	ENSP00000385643	34	S	POM121-like protein 1-like
ENOG410WDXP	ENSP00000332772	15	U	Yip1 domain family, member 7
ENOG410W0V9	ENSP00000429734	14	Z	nuclear pore complex-interacting protein-like
ENOG410WC29	ENSP00000433726	2	S	NA
ENOG410WCXU	ENSP00000356016	31	T	complement component (3d Epstein Barr virus) receptor 2
ENOG410VF1X	ENSP00000363869	35	T	V-set and immunoglobulin domain containing 4
ENOG410WBVE	ENSP00000418358	2	S	NA
ENOG410WBX3	ENSP00000335358	3	T	late cornified envelope 3B
ENOG410WGM4	ENSP00000269385	14	B	chromobox homolog 8
ENOG410VE6K	ENSP00000415564	13	K	transcription elongation factor A (SII)-like
ENOG410WBX6	ENSP00000464872	3	K	Zinc finger protein 519
ENOG410WBHX	ENSP00000402720	3	S	NA
ENOG410WBXR	ENSP00000411673	2	S	NA
ENOG410VWM7	ENSP00000266735	5	A	small nuclear ribonucleoprotein polypeptide F
ENOG410WIKI	ENSP00000370242	55	O	Regulator of the Hippo SWH (Sav Wts Hpo) signaling pathway, a signaling pathway that plays a pivotal role in organ size control and tumor suppression by restricting proliferation and promoting apoptosis. The core of this pathway is composed of a kinase cascade wherein Hippo (Hpo), in complex with its regulatory protein Salvador (Sav), phosphorylates and activates Warts (Wts) in complex with its regulatory protein Mats, which in turn phosphorylates and inactivates the Yorkie (Yki) oncoprotein. Kibra acts synergistically along with Ex and Mer to regulate the Hippo signaling pathway
ENOG410WBZF	ENSP00000246895	4	W	Statherin
ENOG410V9H3	ENSP00000263805	23	K	zinc finger protein 106 homolog (mouse)
ENOG410V5X2	ENSP00000329738	20	K	zinc finger and SCAN domain containing 30
ENOG410WC1I	ENSP00000457704	3	K	KRAB box
ENOG410WEWI	ENSP00000330634	20	Z	NPIP-like protein
ENOG410WBXI	ENSP00000449956	2	S	NA
ENOG410VCJA	ENSP00000444747	12	K	zinc finger protein 835
ENOG410VG6E	ENSP00000440655	13	S	Coiled-coil domain-containing protein
ENOG410VCD1	ENSP00000355046	13	C	Core subunit of the mitochondrial membrane respiratory chain NADH dehydrogenase (Complex I) that is believed to belong to the minimal assembly required for catalysis. Complex I functions in the transfer of electrons from NADH to the respiratory chain. The immediate electron acceptor for the enzyme is believed to be ubiquinone (By similarity)
ENOG410WBQZ	ENSP00000467843	3	D	biorientation of chromosomes in cell division 1-like 2
ENOG410VVDF	ENSP00000331939	10	S	NA
ENOG410WF21	ENSP00000348337	6	S	chromosome 13 open reading frame
ENOG410WIVS	ENSP00000256366	10	U	synaptojanin 2 binding protein
ENOG410WBZK	ENSP00000367246	3	S	u-PAR/Ly-6 domain
ENOG410VG1H	ENSP00000243643	14	K	Zinc finger protein
ENOG410VDD0	ENSP00000374219	50	Q	alkB, alkylation repair homolog 8 (E. coli)
ENOG410WHWI	ENSP00000349824	22	U	RALBP1 associated Eps domain containing 2
ENOG410V5MU	ENSP00000345974	68	M	Enolase superfamily member 1
ENOG410WENQ	ENSP00000375822	5	K	zinc finger protein 222
ENOG410VCSX	ENSP00000321309	68	S	May mediate a process in spermatogenesis or may play a role in sex ratio distortion
ENOG410WBMD	ENSP00000375076	2	W	NA
ENOG410WEYA	ENSP00000399356	5	S	Cancer testis antigen 62
ENOG410V5NF	ENSP00000381399	59	G	Solute carrier family 2 (Facilitated glucose transporter) member
ENOG410WJBA	ENSP00000225777	24	U	Synaptogyrin 2
ENOG410VRZ8	ENSP00000269834	8	K	zinc finger, imprinted 3
ENOG410VPEZ	ENSP00000324742	6	S	Interleukin 32
ENOG410WHZG	ENSP00000468862	3	K	zinc finger protein 714
ENOG410VBVQ	ENSP00000323872	28	T	purinergic receptor P2Y, G-protein coupled, 11
ENOG410WEY4	ENSP00000384000	5	K	Zinc finger protein 681
ENOG410VCSH	ENSP00000287275	32	S	glycine-N-acyltransferase-like
ENOG410VAVP	ENSP00000393355	38	S	MHC class I polypeptide-related sequence
ENOG410WBGA	ENSP00000442192	6	S	NA
ENOG410WBIP	ENSP00000421542	2	S	NA
ENOG410WGW6	ENSP00000299084	31	T	sprouty-related, EVH1 domain containing 1
ENOG410WBZC	ENSP00000399961	4	S	chromosome 14 open reading frame 144
ENOG410WC3D	ENSP00000302918	5	S	Chromosome 11 open reading frame
ENOG410VV8N	ENSP00000310216	8	T	type II integral membrane
ENOG410VK7Y	ENSP00000396192	15	S	NA
ENOG410WIZX	ENSP00000334657	25	O	tripartite motif containing 46
ENOG410WBWV	ENSP00000469948	4	S	UPF0627 protein
ENOG410VJI1	ENSP00000412721	19	S	chromosome 1 open reading frame 196
ENOG410WBNW	ENSP00000434169	2	S	NA
ENOG410WBH9	ENSP00000415978	4	S	family with sequence similarity 74, member
ENOG410V7KX	ENSP00000358460	35	P	chloride intracellular channel 2
ENOG410WE6E	ENSP00000406027	11	O	EPM2A (Laforin) interacting protein 1
ENOG410WF1G	ENSP00000240499	4	K	Zinc finger protein 141
ENOG410VJVI	ENSP00000293275	20	S	chemokine (C-C motif) ligand 16
ENOG410VX56	ENSP00000371812	7	S	chromosome 21 open reading frame 49
ENOG410VNVX	ENSP00000367983	10	S	chromosome 2 open reading frame 91
ENOG410VHH7	ENSP00000357556	21	K	VENT homeobox
ENOG410V8JA	ENSP00000331927	21	K	Zinc finger protein 789
ENOG410WBMJ	ENSP00000386139	2	S	Chromosome 5 open reading frame 55
ENOG410WBYH	ENSP00000397622	2	S	NA
ENOG410VXUH	ENSP00000406541	6	S	chromosome 11 open reading frame 21
ENOG410V4FR	ENSP00000290524	34	K	regulatory factor X, 5 (influences HLA class II expression)
ENOG410WBHD	ENSP00000443772	2	O	Proteasome (Prosome, macropain) 26S subunit, non-ATPase, 9
ENOG410WIBU	ENSP00000304670	29	O	ring finger protein, transmembrane 1
ENOG410V9EM	ENSP00000282308	59	K	Zinc finger protein
ENOG410VJC8	ENSP00000426159	7	S	chromosome 6 open reading frame 223
ENOG410WBPK	ENSP00000366908	3	S	family with sequence similarity 201, member A
ENOG410VDCD	ENSP00000323847	51	U	ADP-ribosylation factor-like 14
ENOG410VR7E	ENSP00000421736	8	T	complement component (3b 4b) receptor
ENOG410WBHS	ENSP00000246896	4	W	histatin 1
ENOG410WDPU	ENSP00000254323	5	S	zinc finger, SWIM-type containing 4
ENOG410WH3V	ENSP00000355902	32	S	G patch domain containing 2
ENOG410WC3V	ENSP00000307860	2	S	disrupted in renal carcinoma 1
ENOG410VGXD	ENSP00000353491	9	K	zinc finger protein 460
ENOG410WERT	ENSP00000322427	6	K	Zinc finger protein
ENOG410VFSV	ENSP00000437781	27	S	NA
ENOG410WD9P	ENSP00000303777	12	S	testis expressed 13B
ENOG410WC2A	ENSP00000429998	2	S	NA
ENOG410VCNE	ENSP00000296882	25	U	One gap junction consists of a cluster of closely packed pairs of transmembrane channels, the connexons, through which materials of low MW diffuse from one cell to a neighboring cell (By similarity)
ENOG410V5H3	ENSP00000396732	37	K	PR domain containing
ENOG410VH11	ENSP00000346729	8	K	Zinc finger protein 589
ENOG410WIPF	ENSP00000224862	19	O	F-box and leucine-rich repeat protein 15
ENOG410WBQ9	ENSP00000412278	3	S	NA
ENOG410WBJ7	ENSP00000307951	3	S	HIG1 domain family member
ENOG410VNCM	ENSP00000364836	4	S	NA
ENOG410VBQM	ENSP00000270451	19	K	zinc finger protein 581
ENOG410VBC2	ENSP00000302801	45	J	tRNA methyltransferase 61 homolog B (S. cerevisiae)
ENOG410VZCE	ENSP00000441439	5	S	protein UNQ9165 PRO28630-like
ENOG410WC4K	ENSP00000447146	3	S	Chromosome 12 open reading frame
ENOG410WEBH	ENSP00000300258	6	S	t-complex 10-like
ENOG410WBVX	ENSP00000398500	3	S	NA
ENOG410VGWZ	ENSP00000380999	17	K	Zinc finger protein 846
ENOG410VP5T	ENSP00000333775	30	S	X antigen family, member
ENOG410WBJD	ENSP00000392204	3	L	killin, p53-regulated DNA replication inhibitor
ENOG410WHN2	ENSP00000216268	11	L	Zinc finger, BED-type containing 4
ENOG410WDTN	ENSP00000221954	7	U	carcinoembryonic antigen-related cell adhesion molecule 4
ENOG410VPU9	ENSP00000270452	19	T	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4
ENOG410V6FU	ENSP00000357409	73	S	DC-STAMP domain containing 2
ENOG410VMG6	ENSP00000337466	10	S	WAP four-disulfide core domain 10B
ENOG410V9NT	ENSP00000390098	24	T	ral guanine nucleotide dissociation stimulator-like 2
ENOG410WBPB	ENSP00000250784	2	J	40S ribosomal protein S4, Y isoform 1
ENOG410WC3A	ENSP00000335392	3	S	Spermatogenesis associated 12
ENOG410VHNM	ENSP00000321249	26	U	SIGLEC family like 1
ENOG410WBG2	ENSP00000372276	3	Z	keratin-associated protein
ENOG410WDTF	ENSP00000260385	34	S	family with sequence similarity 82, member A2
ENOG410VFPJ	ENSP00000466051	14	K	zinc finger protein 404
ENOG410VZ96	ENSP00000382846	29	S	NA
ENOG410WBP6	ENSP00000459945	6	O	tripartite motif containing
ENOG410WID4	ENSP00000256151	20	K	Coiled-coil domain containing 59
ENOG410WIWD	ENSP00000342143	36	O	PDZ domain containing 1
ENOG410VVGI	ENSP00000350969	6	S	NA
